"","income","predi_test_aver","preds_base"
"476","0",0.130180309686154,0.102412780744912
"488","0",0.0113582860521127,0.0115586260308472
"490","0",0.22723138536554,0.230505294858276
"496","0",0.565493336583814,0.558242992195085
"503","0",0.456890606314192,0.44249080491739
"519","0",0.793922025641901,0.803241758858016
"525","0",0.681170971887762,0.676319623947108
"532","0",0.0188769021136575,0.0224417951616788
"543","1",0.152665690952943,0.145257932678903
"546","0",0.426368965180167,0.385550898006984
"554","1",0.466905526509304,0.463890588996574
"563","1",0.649601507485006,0.659631914376912
"570","0",0.00246644702475259,0.00289784286551083
"588","0",0.802907413080498,0.799340489084829
"591","0",0.0039406713618459,0.00415255528318249
"594","0",0.00279425951056523,0.00306697158290109
"602","0",0.0292013555838484,0.0294021525131042
"604","0",0.812570884266619,0.806342005106631
"605","0",0.00397195432172976,0.00402276824033349
"613","0",0.00269530862874776,0.00266600791494217
"615","0",0.193170199093658,0.213828647954016
"622","0",0.0191860030548156,0.0177614614046896
"632","0",0.0528258450876279,0.0506737222115728
"635","0",0.175583284703916,0.178747266202878
"648","0",0.763896991506135,0.749906710877231
"653","1",0.779162598532952,0.781981105421518
"660","0",0.0559682902755107,0.0599621762532235
"673","0",0.0215128889505953,0.0209290721768971
"675","0",0.00246755229780887,0.00252688240980112
"678","0",0.0202228636767791,0.0205651918225936
"682","0",0.00948523654603097,0.0100012898156544
"688","0",0.0177972456742611,0.0164312633550025
"692","0",0.0140914526216542,0.0145760165412202
"697","0",0.0108361570428341,0.0109452768818759
"700","1",0.829702619829328,0.83484493132299
"705","0",0.00374899122506234,0.00394567395204995
"719","1",0.901839180208271,0.905580370284106
"727","1",0.970902020568001,0.971317288212716
"748","1",0.312537644577819,0.302063006571072
"750","0",0.259720048139605,0.266574950565255
"770","1",0.562063171123208,0.554569321278811
"773","0",0.0258400716115329,0.0228897335778102
"775","0",0.362638398351708,0.335961368248766
"780","0",0.112125077930838,0.106004462636171
"786","1",0.480828699776807,0.499847903632204
"790","0",0.0419168124486197,0.0410784903357385
"808","1",0.475059348741486,0.469116140182824
"810","1",0.240683402789682,0.24382240587193
"815","0",0.0860405404698741,0.0723870328903773
"825","0",0.483379980040585,0.469961036577521
"831","0",0.206662149652323,0.207348015614667
"835","0",0.101750423635816,0.107166194351354
"843","0",0.00301790156875635,0.00384717988057064
"846","0",0.0539568391784762,0.0588988100442419
"852","1",0.779204533179196,0.789252021457825
"859","1",0.770871580305917,0.777549704514606
"861","0",0.0401703931752791,0.041212179214329
"863","0",0.0232639228494397,0.0240879594323828
"874","0",0.151559975176234,0.132022922221712
"884","0",0.00615124363827529,0.00729677152013638
"889","0",0.0667818977524252,0.0683358214134636
"895","1",0.504641374038709,0.529558095740722
"897","0",0.205947050568764,0.197761279728551
"902","1",0.740409620565203,0.740344393267684
"903","0",0.0232984430360052,0.0214143575802121
"904","0",0.000913018345504426,0.000972334435639732
"912","0",0.0221976249954473,0.0241600181376442
"919","1",0.337970568421136,0.341337524724749
"920","0",0.0234891283854471,0.0241756420395576
"928","0",0.0648139422833116,0.0653405647706995
"932","0",0.615791408245117,0.610954341381336
"933","0",0.19196963080061,0.175692314502133
"939","0",0.00268148123240996,0.00315516065831669
"942","1",0.60812671922287,0.604544571131103
"952","0",0.0402848150948988,0.0376389283699829
"967","0",0.0132937707156299,0.0132511663089456
"973","0",0.370920009489205,0.373435778283798
"975","0",0.0734282294421198,0.0785073966546548
"982","0",0.00164544099849862,0.00193148426421903
"1004","0",0.0433107681419161,0.0452912312448128
"1016","1",0.50628328150847,0.506386758711734
"1028","0",0.24176331269949,0.247633536895325
"1033","0",0.557553330063484,0.572900239533249
"1044","0",0.0018684893236486,0.00210063647643188
"1047","0",0.19173886368524,0.180803582325484
"1071","0",0.157298605486792,0.15747908769437
"1072","0",0.00621950550843222,0.00673347674239668
"1076","1",0.992030565080195,0.991403144189552
"1090","1",0.709069045509027,0.705673957792594
"1093","0",0.0188604504396335,0.0212984335921471
"1099","0",0.706416394987785,0.685375367792006
"1113","1",0.51779354839133,0.513976572042996
"1120","1",0.326683023801626,0.328575936499695
"1125","0",0.162847275791446,0.171005757417265
"1128","1",0.498632120609505,0.492546706967516
"1135","0",0.000301704014662236,0.000346839071942301
"1145","0",0.0995706712102632,0.100254768601272
"1149","0",0.451409438476146,0.446201917328127
"1151","0",0.00445970531729999,0.00473994753974625
"1155","1",0.778304707712957,0.77411194998033
"1162","0",0.383643819353197,0.398566267553014
"1171","1",0.821735515902546,0.828079247344143
"1186","0",0.00882245614071512,0.00864818604335813
"1211","0",0.0229548489454616,0.0249007093052426
"1222","1",0.29647689595794,0.299592276867748
"1228","1",0.685669910208549,0.682045090581562
"1231","0",0.00450135672728879,0.00430778201591549
"1233","0",0.00552327104778126,0.00577620512473962
"1238","1",0.165186977774598,0.151609954686753
"1256","0",0.0735739715497117,0.078826075532007
"1271","1",0.0989559868882085,0.104915377388774
"1284","0",0.0212801939937331,0.0203356933557292
"1285","0",0.0607106510064012,0.0559652114493558
"1288","0",0.00445879189709615,0.00507982675757956
"1298","0",0.190329617825539,0.197066320494777
"1303","0",0.0112330194268885,0.0115687809359673
"1309","0",0.0026622470911579,0.00292952300996908
"1311","0",0.183191119417867,0.18657165429774
"1314","0",0.103066189051453,0.10291740738838
"1333","0",0.00233430552582291,0.00287033078132411
"1334","0",0.0439222413207109,0.055201596569156
"1341","1",0.319582625474359,0.314850044958148
"1346","1",0.928942438484586,0.925905587589157
"1362","0",0.118260867798387,0.120981552132019
"1371","0",0.444792397101963,0.464552871027152
"1383","0",0.0397667384387039,0.0400200649408927
"1387","0",0.0727882659149525,0.0767672934059594
"1393","0",0.160149716597118,0.170251543647765
"1407","0",0.0678695587559811,0.0717091507898817
"1416","0",0.0556136004055795,0.054909565572122
"1421","0",0.549964540273115,0.549175014933274
"1424","0",0.00865375617753539,0.00899400242220495
"1425","0",0.157349919886382,0.162417676348648
"1427","0",0.129497337686442,0.117960853727604
"1435","0",0.0171851990802532,0.0169543226721674
"1440","0",0.616720478831424,0.633920231016399
"1448","1",0.272882891278571,0.273302229384356
"1482","0",0.481907871990756,0.474854839113428
"1485","0",0.173582754353644,0.151459890110229
"1490","0",0.00234972478148801,0.00204755400776718
"1493","0",0.00309696718079683,0.00357727992341593
"1499","0",0.0802436997201978,0.0825395052134641
"1504","0",0.0433684419826388,0.044248454084404
"1509","1",0.0762518116004659,0.0663121619196409
"1523","0",0.0069652381912915,0.00819883813776263
"1526","0",0.0181765598430197,0.0207234615627479
"1536","0",0.00604247562921152,0.00697820111081211
"1544","0",0.0508585866543522,0.0494026017495529
"1547","0",0.0251825508825541,0.0274738033579012
"1588","0",0.0557655841972867,0.062896182872969
"1590","0",0.00703332631830964,0.0076144514989861
"1595","0",0.458902582242974,0.467326767630119
"1614","1",0.433806509518697,0.452170122499308
"1616","1",0.1785179483552,0.181786740794925
"1617","0",0.18029349659002,0.18275676700423
"1619","0",0.0305268751939057,0.0284647771262256
"1625","0",0.0234622200860586,0.0227839951976641
"1632","1",0.59734278092355,0.590781059900097
"1639","0",0.013398647242777,0.0144070558120162
"1647","0",0.0473723117571472,0.0459946620492512
"1651","0",0.401188286781177,0.399983139566931
"1652","0",0.21531450643216,0.219858491314821
"1663","0",0.00182352848365947,0.00193261958950144
"1668","1",0.188699252213198,0.194734171070486
"1672","1",0.794999646777283,0.792029936360283
"1673","0",0.0392340970930581,0.0422276591649135
"1687","0",0.162043783431332,0.180937744196163
"1690","0",0.588320967362126,0.589885548953126
"1699","0",0.280774189061171,0.273373335857227
"1707","1",0.927279216047836,0.924204243691122
"1708","0",0.0209521809597295,0.0220336093152058
"1722","0",0.305036328421104,0.307294492396409
"1727","0",0.698752249252174,0.692722912841682
"1735","0",0.0580759296734475,0.0600739462945483
"1739","0",0.00546421618523458,0.00571855232789923
"1756","0",0.453052681817098,0.457023178262464
"1762","0",0.600136327829452,0.61648398703152
"1765","0",0.0670370665313902,0.0609947137922507
"1768","0",0.840169084588729,0.839954052238756
"1775","0",0.000715261038676257,0.000820410832479336
"1777","0",0.0340786161841556,0.0298896987670824
"1782","0",0.275430317206379,0.279397237970667
"1786","1",0.116783474050689,0.12072504706028
"1787","0",0.394183182941369,0.397641568220859
"1789","0",0.0073616602764207,0.0090596746842177
"1796","1",0.426420981775844,0.433845290692866
"1798","0",0.00511812127953272,0.00561945439480364
"1812","0",0.122055491650144,0.132719944192985
"1820","1",0.310372254292831,0.312543038085301
"1821","0",0.0330589922256797,0.0359299687431801
"1836","0",0.0227106424747621,0.0220888306864303
"1860","0",0.00860753860995106,0.0100163033437376
"1865","0",0.0807705799760112,0.069448120869291
"1867","0",0.0240096372392787,0.0267326613219118
"1884","0",0.00869749023830421,0.00979854488081921
"1886","0",0.0478932638106825,0.0458815455019438
"1895","0",0.0039676148109946,0.00402197154007622
"1910","0",0.191738175790976,0.201978501070177
"1911","1",0.505757166449846,0.526022383865198
"1916","1",0.611084670413248,0.616330536529227
"1935","0",0.0424127190006117,0.03750067894664
"1937","0",0.128035981477845,0.131284875828391
"1938","1",0.253803015769169,0.255418362430214
"1945","0",0.0250050608027074,0.0304240608268878
"1949","0",0.00102372950894355,0.0011865431419955
"1967","0",0.00177825005095843,0.00194513073108523
"1984","0",0.130225050381095,0.140713157077118
"1985","0",0.0863132682847153,0.0918700543297149
"1986","0",0.479985456625673,0.484103000873411
"1991","0",0.170171153869258,0.154585251868513
"1993","0",0.00922335910468259,0.00907967127588658
"1997","0",0.0791838156385442,0.0822381034147109
"2000","0",0.0130854470548269,0.0129148948553911
"2006","0",0.266043340704575,0.263726242734105
"2017","1",0.73242038438036,0.743386248522224
"2024","0",0.088983692135075,0.0787997649727691
"2026","0",0.151573396338831,0.159766960256846
"2031","0",0.478422303855607,0.483738030208086
"2042","1",0.0730173864374709,0.066600528121805
"2050","1",0.244608062744254,0.234924785927595
"2059","0",0.264815444766083,0.273863495627736
"2065","0",0.339144153845448,0.338248741882139
"2071","0",0.0067413449043295,0.00777747166604847
"2072","1",0.687833041533892,0.704683939264481
"2080","0",0.264380717758903,0.266654838160511
"2081","0",0.00877275621294922,0.0100691863743079
"2091","1",0.295889110254804,0.299582234437014
"2102","1",0.732525456191662,0.74190812221371
"2108","0",0.243323690850678,0.242907616521429
"2116","0",0.0184772975405356,0.0234900213513451
"2120","0",0.0286253829087288,0.0286915142400957
"2128","0",0.0127092289210091,0.0131550050859592
"2138","0",0.0369452671254106,0.0354079185300563
"2152","1",0.419760356549919,0.41944187074129
"2153","0",0.0269986126561586,0.0259875235793847
"2172","1",0.841161929599942,0.837257618948488
"2173","1",0.659630279135389,0.668250531032123
"2190","1",0.802266965904395,0.795990547273751
"2203","1",0.123421338846973,0.128659235402985
"2218","0",0.252689108810266,0.253228695496079
"2219","1",0.623193001124109,0.617993806433997
"2224","0",0.345879651776801,0.33228784646628
"2225","0",0.00446420676125972,0.00468174110164552
"2226","1",0.305036328421104,0.307294492396409
"2246","1",0.519168353040953,0.51391191346606
"2263","0",0.057057801425363,0.0558292305990683
"2272","0",0.0135711457179684,0.0158319017431939
"2281","1",0.50486539265491,0.501609323655703
"2287","1",0.209396837432138,0.211595757542698
"2288","0",0.0453107265870236,0.0424915852370672
"2292","1",0.99556195770737,0.995022315535871
"2296","0",0.00293668498765685,0.00322076551658076
"2297","0",0.03703084718579,0.0368826232078842
"2302","0",0.101517974506139,0.106946606410354
"2304","0",0.56197561985695,0.546154184929025
"2309","0",0.00769282608293285,0.00813797441629492
"2311","1",0.916375476690962,0.912089319993656
"2332","0",0.0741213680837276,0.0714684932117782
"2336","0",0.0023583156961321,0.00283001207670692
"2350","0",0.097254102403592,0.100521188047288
"2375","0",0.0121520668940117,0.0126054219555706
"2376","0",0.180566258038324,0.164210278553974
"2393","0",0.090459280748523,0.0895586698298521
"2395","0",0.041407085740802,0.0453525756859389
"2397","1",0.287009256056127,0.29881552759241
"2419","0",0.100090579142109,0.105978574070714
"2433","0",0.497212752895711,0.48646621852722
"2434","0",0.00430211519736127,0.0047698706483051
"2436","0",0.100236583421839,0.102033841141905
"2443","0",0.102129766761414,0.0997385291795613
"2449","0",0.115769498524409,0.12217695147773
"2471","0",0.66923970402404,0.670038556848263
"2477","0",0.108872578909465,0.118109457930914
"2485","0",0.322119801679226,0.337930365732619
"2487","0",0.015051774583894,0.0148796471606191
"2496","0",0.0419853591437457,0.041005255025719
"2500","0",0.108655067907752,0.104577020763289
"2505","0",0.0132791243404308,0.0143174712876728
"2515","0",0.000372037122828945,0.000453466495992563
"2519","0",0.0596122828448414,0.0567230333826383
"2529","0",0.0452176292057009,0.0415025414848753
"2531","1",0.669694983555141,0.663758529904611
"2537","0",0.11841756831347,0.116677440211582
"2546","0",0.698752249252174,0.692722912841682
"2555","1",0.303987439432068,0.306925238160978
"2561","0",0.0850979797905778,0.0726535196330994
"2563","0",0.0286736508444025,0.0294401313973727
"2572","0",0.797174063772035,0.789134798770574
"2577","1",0.250830598583026,0.258500543755952
"2593","1",0.765081858029915,0.760978734011289
"2596","1",0.215282809354461,0.219277116134864
"2597","0",0.197242987728843,0.199574254319574
"2599","0",0.09810695082074,0.102655151832676
"2610","0",0.0157044324262753,0.0173252897832598
"2619","1",0.561742889483437,0.580555928956897
"2620","1",0.10485421617214,0.106619599098562
"2632","0",0.141870311662301,0.130900275298869
"2645","0",0.258499315552841,0.233035319798559
"2671","1",0.798652808534595,0.806094029287704
"2672","0",0.349872559752607,0.349817424613132
"2680","0",0.148046245115974,0.136586055796487
"2683","0",0.468719383069051,0.464657122157185
"2691","1",0.450116420108372,0.441451681044668
"2699","0",0.179644776213696,0.184317783619025
"2702","0",0.547382423786622,0.547827639232038
"2703","0",0.630984041958152,0.620173307648734
"2704","0",0.649252299973271,0.659764785177305
"2721","1",0.933293283410349,0.930460616211877
"2726","0",0.00103150280531021,0.00113500088984776
"2735","0",0.00534654671974612,0.00484759621944873
"2736","0",0.0028762320759539,0.00290998624986126
"2739","1",0.346712487713582,0.355344336042332
"2740","0",0.0586576011359276,0.054779888465959
"2748","0",0.493756061736455,0.494116695477871
"2759","0",0.0269476704449887,0.0278030638824301
"2769","1",0.889792562166667,0.900877997669841
"2770","0",0.0130089398810711,0.0154141011945347
"2775","0",0.0157112761945916,0.014407679473667
"2778","0",0.0235726127871901,0.0226429489574668
"2787","0",0.0436100599703526,0.0415184529908051
"2788","1",0.718446729793532,0.696182746832267
"2789","0",0.0138592884915029,0.0177599782681463
"2793","0",0.0415420411400988,0.0458968330273493
"2794","0",0.153421770630695,0.148236415154827
"2796","0",0.582306121168834,0.585121285802033
"2798","0",0.00644602766539003,0.00755381589311815
"2803","0",0.450698552514051,0.436445465197419
"2806","0",0.0603780019811182,0.0767854805607677
"2812","0",0.0414302970271469,0.0404035265607794
"2813","1",0.348651073125895,0.351331834092632
"2820","0",0.501958145683839,0.50016707881517
"2821","0",0.0223113915159153,0.0218789665843953
"2825","0",0.00966752052463416,0.011729218515428
"2828","0",0.0277849149691751,0.030363755857363
"2829","0",0.57959830959349,0.573639207714324
"2833","0",0.0547311018117913,0.0646957497888595
"2835","0",0.00684198903063358,0.00727548021850339
"2836","0",0.0239924549520961,0.0243259187754974
"2841","1",0.388624524239667,0.390816560688052
"2842","0",0.206964852958537,0.211555617844142
"2851","0",0.0543837972043326,0.0679187773125888
"2856","0",0.0908134655374325,0.0880900078114573
"2867","0",0.0165623915074636,0.0173155315658244
"2869","0",0.055224381217604,0.0509992722943383
"2872","1",0.111142657066719,0.108723546002607
"2873","0",0.13661266180407,0.145039382669571
"2882","0",0.013981073872672,0.0131100187368659
"2891","1",0.451157697324888,0.440135167349594
"2895","1",0.394342941215234,0.387011615522598
"2901","0",0.0207279678833237,0.0203576306027281
"2917","1",0.741850542796837,0.737951028310864
"2920","0",0.0110406945627886,0.0111947805222905
"2926","0",0.000445396878361055,0.00057168084208256
"2929","0",0.0224237748431295,0.0217586027229885
"2933","0",0.292352457140949,0.301315228298615
"2944","1",0.391857469000938,0.389346554198248
"2946","1",0.697558566666049,0.694456971665074
"2948","1",0.0734282294421198,0.0785073966546548
"2957","0",0.0154130697028076,0.0153211431506187
"2960","0",0.0159566339668048,0.0142403209413629
"2962","1",0.019192693870193,0.0223005531799931
"2973","1",0.786296874210513,0.794326226185901
"2980","0",0.0563211305423735,0.0537348768610017
"2983","0",0.0771565463866734,0.0811360221472101
"2984","0",0.0460033903541281,0.0502497967072391
"2995","0",0.00703149905344976,0.00844386815852208
"2997","0",0.239054658433411,0.238852992465835
"3013","0",0.00161640261103032,0.00188324982492582
"3014","0",0.141590793475698,0.145015367899386
"3015","0",0.126537682232532,0.127229724323407
"3023","0",0.0146249327428279,0.0143115069005598
"3024","0",0.162491756006977,0.169011197818822
"3028","1",0.69345688405486,0.687474530309464
"3036","0",0.0121961899051411,0.0123352260963231
"3042","0",0.0159964745275591,0.0166903365482735
"3053","0",0.226179451115527,0.233858444041974
"3062","1",0.258716912156039,0.260728919687668
"3075","0",0.0137396003253196,0.0145651137105198
"3077","0",0.51271074722643,0.523462648949386
"3084","0",0.054224033802558,0.0494861525443683
"3100","1",0.825373493935413,0.831544976020584
"3101","1",0.105335592932215,0.112112394725564
"3114","0",0.0055519798722725,0.00522907687340289
"3130","0",0.159149810621369,0.168703112683272
"3158","0",0.00352951447430783,0.0033708107483747
"3167","0",0.00863664043273622,0.0103489106825926
"3170","0",0.425862873940177,0.425429484926727
"3173","0",0.00593167112707721,0.00534792012027306
"3175","0",0.197113197992884,0.200116780738301
"3179","1",0.159135156184621,0.16559239348172
"3184","0",0.208922087156939,0.199254316618604
"3185","0",0.00157156672417326,0.00140746583127632
"3194","0",0.0507622677313795,0.0518530088740874
"3201","0",0.00332392464210775,0.00384777187073737
"3205","0",0.0763647163191363,0.071852815902188
"3206","1",0.405899134787086,0.406079337541683
"3210","0",0.0301107483025916,0.0309632455744151
"3217","0",0.00650297987885144,0.00802188252422109
"3225","0",0.493633614872053,0.484134575750671
"3237","0",0.0282421366381437,0.0254626883474039
"3244","0",0.0135766922907593,0.0113701019800897
"3261","0",0.316528653006652,0.317108929217629
"3264","0",0.378948190998798,0.390124897952783
"3265","0",0.604817900148291,0.622456779423128
"3272","1",0.722271821022774,0.73751029811325
"3282","0",0.0148348016336593,0.0165690460136952
"3291","1",0.50668744480684,0.515774209188734
"3292","1",0.709078543934371,0.708082582588792
"3316","0",0.000259272622571671,0.000315648630718079
"3320","1",0.752949005613572,0.758357992958045
"3336","1",0.482785037155938,0.480027677948591
"3338","0",0.00295757894479369,0.00292956135341203
"3339","0",0.00878409264722659,0.00963329413355592
"3347","0",0.529858196526346,0.52612687510871
"3355","0",0.0307706379422178,0.0260160530560793
"3369","0",0.018975283241671,0.0196885829342284
"3385","0",0.0146719306836477,0.0145980092550265
"3391","1",0.603350618364114,0.59670066533605
"3394","1",0.493877646164049,0.491789116816783
"3403","0",0.00087760982056165,0.000979465149784651
"3407","0",0.0134617222582511,0.01426815514042
"3414","0",0.113045739972779,0.118865238986166
"3421","0",0.133013578899033,0.122749575098389
"3426","0",0.0178786890806057,0.0173429596551131
"3435","0",0.365362388382643,0.370830253149724
"3447","0",0.0864642796621631,0.0792138430485106
"3450","0",0.00244898787181077,0.00275024878217226
"3454","1",0.318870682745715,0.29695600987237
"3478","0",0.214990708196599,0.220463148606801
"3486","0",0.0190285715515803,0.0190283986751094
"3488","1",0.213410763995922,0.216213292382485
"3491","0",0.0210274873195468,0.0239939193351412
"3496","1",0.295847533848893,0.298933443841437
"3500","0",0.0414387521370176,0.0423431509535001
"3504","0",0.0633319121508528,0.0603269137946458
"3507","0",0.00278736063223931,0.0033613220815346
"3508","0",0.00270630336820856,0.00287111737504606
"3512","0",0.189884680654846,0.17516673085048
"3517","0",0.0546333710271428,0.0529630343288468
"3530","0",0.0634062588994262,0.057779065486969
"3534","1",0.698752249252174,0.692722912841682
"3537","0",0.602145227030154,0.61387582301429
"3543","0",0.00192172371235055,0.00206329757609578
"3549","0",0.0212811621582481,0.0263426095114995
"3565","1",0.335799167017321,0.315479789498526
"3577","0",0.0063156363165472,0.00637483676686189
"3579","0",0.107866606136208,0.109606695744445
"3587","0",0.452747259893232,0.44600503099399
"3589","0",0.0186453987564004,0.0194068293543541
"3600","0",0.0728216865923887,0.0692346649828013
"3603","1",0.693741255789661,0.682173255547013
"3604","0",0.00487263888836845,0.00488500877793883
"3609","1",0.944006497675202,0.946713175857196
"3611","1",0.274144333851355,0.276868865764757
"3613","0",0.0903556821148185,0.0960478757687447
"3614","1",0.447645263779025,0.428650737199085
"3615","0",0.032478010910661,0.033057154463129
"3625","0",0.00943186665230306,0.0112510819274588
"3628","0",0.00154982691201584,0.00173309893588601
"3639","0",0.00352256323801101,0.00410640080348993
"3641","0",0.197848243106234,0.206614266787853
"3654","1",0.933335002524618,0.932972467866915
"3661","0",0.316778115345273,0.316997128969355
"3667","0",0.00643220268296563,0.00598476005768479
"3670","0",0.0105631804101216,0.00947625864626095
"3676","0",0.0132631342991476,0.0131264576134353
"3693","1",0.979739624620555,0.978260912864081
"3695","0",0.426107651939387,0.412469442315724
"3717","0",0.352830216434205,0.350034042478913
"3745","0",0.180106315685372,0.156084395857294
"3746","0",0.0482896763310677,0.0556590693831922
"3757","0",0.184074228128814,0.175203668487169
"3763","1",0.174514541899092,0.182801573328256
"3781","1",0.941262004573571,0.939270034412466
"3783","0",0.0341799738111914,0.0348378510069544
"3786","0",0.014165214291771,0.0154053512073453
"3797","1",0.464459474017178,0.474808281240681
"3801","0",0.0115481382778135,0.0108067054024156
"3802","0",0.00537826622082103,0.00504341629817388
"3819","0",0.223759861737045,0.213664432396571
"3825","0",0.47947736862738,0.439402582356322
"3843","1",0.420871065788309,0.419373573023024
"3846","0",0.0441964717150458,0.0547888436535168
"3851","0",0.00212935924735389,0.00259593142025483
"3866","0",0.179052534182138,0.1832091388969
"3888","1",0.916268873706729,0.919280905981092
"3889","0",0.0161046768992106,0.0186477283366115
"3899","0",0.0299935599260623,0.033244918025846
"3911","0",0.00221236078633188,0.00224607614755441
"3912","0",0.00311391746169665,0.00374287169936552
"3929","1",0.255871517671446,0.260067274022963
"3934","1",0.967693065867466,0.965519381844504
"3937","0",0.00185222368373145,0.00230196324087372
"3959","0",0.0173657574683485,0.0160393146672288
"3981","0",0.091644589486929,0.0960687698725045
"3983","0",0.0917163695666136,0.0948045193388467
"3988","1",0.843028679876721,0.838739645099649
"3989","0",0.0741703029398125,0.0806043286054646
"3990","1",0.608302671075164,0.609293922577096
"3996","0",0.184141077575133,0.205877257336899
"4008","0",0.0106771831777018,0.0129233972991412
"4009","0",0.669374310850604,0.674291790865379
"4023","1",0.871497106634269,0.880867920395832
"4028","0",0.00853793640973923,0.0103888341472247
"4029","1",0.903073960184546,0.907791466524008
"4043","0",0.315390672313207,0.319612590965478
"4060","0",0.0424490202230824,0.039315444928567
"4063","0",0.105160461611719,0.11293233021925
"4070","0",0.000984503798292118,0.00104654508458514
"4071","0",0.296309968627067,0.293293379921833
"4088","0",0.0187119095957378,0.0177932226025557
"4100","0",0.205480052150496,0.19693331779729
"4116","1",0.466049500115462,0.466553336174141
"4117","0",0.0213160701208309,0.0240122384890962
"4123","0",0.27915531371407,0.28180915840604
"4124","0",0.0173988022396974,0.0164370066954137
"4136","0",0.0211203311500447,0.0269219501010562
"4140","0",0.326913886899833,0.335506765487083
"4151","1",0.837366251083954,0.841395358283631
"4166","0",0.0789475232946752,0.0678787940401508
"4173","0",0.296159108207509,0.297163101583215
"4179","0",0.0232088133603395,0.0244518164910782
"4185","1",0.517192984057563,0.512037032946009
"4186","0",0.319927276069782,0.324243201630719
"4188","0",0.0070492975252097,0.00722616595801064
"4190","0",0.0147245683476624,0.0162317819146623
"4193","1",0.650295773309431,0.667548233234367
"4202","1",0.147975730223831,0.134376302401891
"4206","1",0.606875498165415,0.631113875503465
"4209","1",0.606129058655362,0.622269508839193
"4222","0",0.00734927773941731,0.00805305262953235
"4224","0",0.0583037691362272,0.0563105768835305
"4226","0",0.289635612623651,0.296332923087684
"4234","0",0.00738226841382204,0.00693110443523613
"4237","0",0.242218748233992,0.232009737583198
"4271","1",0.70526586405105,0.688762798157119
"4275","0",0.616688374076486,0.610017331660167
"4282","0",0.0249302555068353,0.0250268860783465
"4285","0",0.0324392988006669,0.0312430652189461
"4288","1",0.937809141240585,0.933560883206842
"4302","1",0.259033991284534,0.269622510072575
"4323","0",0.23274026585744,0.237157746302051
"4327","0",0.00311902238397022,0.00333456246969204
"4332","1",0.488185079393856,0.485853409922037
"4343","1",0.703182211500769,0.71256303293002
"4354","0",0.170252429898504,0.172792428400025
"4359","1",0.160243930861234,0.164179095027312
"4361","1",0.761306466654913,0.77532379806818
"4364","0",0.0222540696882521,0.0225609497372017
"4369","0",0.00112583499511841,0.00112087711956702
"4382","0",0.0108417302146681,0.0116681886591796
"4399","0",0.0358788209153932,0.034653710279583
"4406","0",0.13174741905797,0.127226924597057
"4407","1",0.804874814666322,0.820064531753376
"4410","0",0.0598255774615052,0.0627176577211165
"4418","0",0.152591661924535,0.145534911418269
"4426","1",0.164460708426166,0.150053806546405
"4442","1",0.606542330496747,0.598843622962801
